입원외래구분,코드,3단질병명,순위,환자수,내원일수,청구건수,요양급여비용총액,보험자부담금
입원,E03,기타 갑상선기능저하증,376,432,3026,681,396387,296602
입원,K12,구내염 및 관련 병변,377,421,2963,476,841145,634395
입원,R05,기침,377,421,661,464,203414,152682
입원,J42,상세불명의 만성 기관지염,379,414,4055,506,718379,545041
입원,C80,부위의 명시가 없는 악성 신생물,380,412,9619,1191,3370297,3031808
입원,I34,비류마티스성 승모판장애,381,409,6699,619,10196909,9232096
입원,N93,기타 이상 자궁 및 질 출혈,381,409,763,436,294330,222988
입원,K08,치아 및 지지구조의 기타 장애,381,409,962,615,352146,252972
입원,A31,기타 형태의 마이코박테리아에 의한 감염,384,406,7488,670,2665653,2070361
입원,E05,갑상선독증[갑상선기능항진증],385,404,2636,475,716467,527040
입원,T23,손목 및 손의 화상 및 부식,385,404,5032,501,1430010,1184108
입원,M06,기타 류마티스관절염,387,402,5439,633,1474130,1168406
입원,M70,"사용, 과용 및 압박에 관련된 연조직장애",388,398,3204,444,615849,463787
입원,F33,재발성 우울장애,389,396,21037,1106,2352531,1751200
입원,J86,농흉,390,395,7766,636,4147991,3277794
입원,J81,폐부종,391,393,3135,525,1534123,1301242
입원,N85,자궁경부를 제외한 자궁의 기타 비염증성 장애,391,393,1038,427,623830,461466
입원,M35,결합조직의 기타 전신침범,393,392,6691,702,1958266,1665491
입원,D16,골 및 관절연골의 양성 신생물,394,386,2250,417,800785,593984
입원,E13,기타 명시된 당뇨병,394,386,7625,661,1232607,942172
입원,S12,목의 골절,396,384,6864,600,2031070,1533814
입원,C48,후복막 및 복막의 악성 신생물,397,382,12674,1481,4527546,4057554
입원,D10,입 및 인두의 양성 신생물,398,377,975,398,400991,305758
입원,R52,달리 분류되지 않은 통증,399,373,1305,426,306667,237472
입원,K04,치수 및 근단주위조직의 질환,400,371,1186,420,300460,222336
입원,G61,염증성 다발신경병증,401,368,24285,1492,5774560,4952396
입원,J02,급성 인두염,401,368,1294,404,210439,160115
입원,N32,방광의 기타 장애,403,367,3157,495,1417928,1116324
입원,G83,기타 마비증후군,404,365,12701,781,2213122,1666450
입원,Z08,악성 신생물에 대한 치료후 추적검사,405,363,1389,429,612395,549650
입원,M60,근염,406,362,4744,457,1367606,1063745
입원,C17,소장의 악성 신생물,406,362,10070,1197,3696198,3301252
입원,E27,부신의 기타 장애,406,362,3439,472,889687,698771
입원,J35,편도 및 아데노이드의 만성 질환,406,362,1125,383,507778,394417
입원,R41,인지기능 및 자각에 관련된 기타 증상 및 징후,410,361,1289,400,450719,302159
입원,E10,1형 당뇨병,411,360,10255,688,1289082,987586
입원,C65,신우의 악성 신생물,412,359,7324,1032,2973678,2650102
입원,S65,손목 및 손 부위의 혈관의 손상,412,359,2801,373,771425,578390
입원,M22,무릎뼈의 장애,412,359,3575,500,544523,403079
입원,G57,다리의 단일신경병증,415,354,2871,407,621124,465188
입원,R19,소화계통 및 복부의 기타 증상 및 징후,416,352,1041,371,508859,380969
입원,C37,흉선의 악성 신생물,416,352,11507,1376,3842074,3441698
입원,Z46,기타 장치의 부착 및 조정를 위하여 보건서비스와 접하고 있는 사람,418,350,1196,454,543752,479342
입원,H16,각막염,419,348,2094,434,529313,404911
입원,S36,복강내기관의 손상,420,346,6161,519,4408002,3612679
입원,I31,심장막의 기타 질환,421,345,4297,508,2615912,2277898
입원,L60,손발톱장애,422,343,2051,387,301639,225325
입원,G30,알츠하이머병,423,342,30732,1339,2956149,2280764
입원,T88,달리 분류되지 않은 외과적 및 내과적 치료의 기타 합병증,424,340,1348,389,380436,296407
입원,C43,피부의 악성 흑색종,425,337,8107,1044,2846488,2546512
입원,R79,혈액화학의 기타 이상소견,425,337,884,379,321626,247987
입원,R09,순환계통 및 호흡계통의 기타 증상 및 징후,427,335,1528,413,526644,411866
입원,S51,아래팔의 열린상처,428,333,2157,361,530268,398213
입원,S60,손목 및 손의 표재성 손상,428,333,1424,344,258190,194208
입원,I74,동맥색전증 및 혈전증,430,330,3738,417,2571305,2046207
입원,J43,폐기종,431,327,3078,401,812454,608190
입원,F43,심한 스트레스에 대한 반응 및 적응장애,432,321,2922,390,486619,363423
입원,A49,상세불명 부위의 세균감염,433,318,4603,458,1620133,1341500
입원,K09,달리 분류되지 않은 구강영역의 낭,434,317,997,326,482323,360740
입원,N45,고환염 및 부고환염,435,316,2775,386,761882,587459
입원,J21,급성 세기관지염,435,316,2650,367,578137,445053
입원,C91,림프성 백혈병,437,315,14877,1184,12076260,11176967
입원,S40,어깨 및 위팔의 표재성 손상,437,315,2185,350,302314,221466
입원,I98,달리 분류된 질환에서의 순환계통의 기타 장애,439,314,2358,454,1371166,1126969
입원,T00,여러 신체부위를 침범한 표재성 손상,440,313,1469,343,329092,233151
입원,R26,보행과 이동의 이상,440,313,4408,501,814762,584089
입원,C09,편도의 악성 신생물,442,310,7613,1086,2961035,2642487
입원,K73,달리 분류되지 않은 만성 간염,443,302,2193,383,341007,255288
입원,N64,유방의 기타 장애,444,300,676,307,321529,231760
입원,D61,기타 무형성빈혈,445,299,5023,612,3634495,3171889
입원,C02,혀의 기타 및 상세불명 부분의 악성 신생물,446,296,8169,898,3389339,2998302
입원,F25,조현정동장애,447,295,44013,1859,4093245,3330942
입원,I85,식도정맥류,447,295,2398,374,1243433,1005389
입원,G23,기저핵의 기타 퇴행성 질환,447,295,20700,1120,2995143,2478443
입원,H93,달리 분류되지 않은 귀의 기타 장애,450,293,1163,319,578383,387867
입원,I89,림프관 및 림프절의 기타 비감염성 장애,450,293,2362,373,1043480,848160
입원,H52,굴절 및 조절의 장애,450,293,388,350,364519,292356
입원,N12,급성 또는 만성으로 명시되지 않은 세뇨관-간질신장염,453,292,3107,355,805542,620243
입원,Q21,심장중격의 선천기형,454,291,2619,379,3811712,3512489
입원,G62,기타 다발신경병증,455,290,2927,378,694719,525792
입원,I05,류마티스성 승모판질환,456,289,3902,420,5078532,4539537
입원,H28,달리 분류된 질환에서의 백내장 및 수정체의 기타 장애,456,289,366,361,429444,344328
입원,F29,상세불명의 비기질성 정신병,458,288,33668,1498,3165719,2529484
입원,S90,발목 및 발의 표재성 손상,459,287,1784,314,256985,191912
입원,M40,척주후만증 및 척주전만증,460,286,7283,513,3339151,2523323
입원,M41,척주측만증,461,285,4910,421,2367390,1819975
입원,G06,두개내 및 척추내 농양 및 육아종,461,285,15007,741,5044733,3931717
입원,C13,하인두의 악성 신생물,463,279,9914,1181,3881670,3519579
입원,T58,일산화탄소의 독성효과,463,279,2333,394,740807,565698
입원,Z49,투석을 포함한 치료를 위하여 보건서비스와 접하고 있는 사람,465,277,1316,344,620816,533211
입원,R60,달리 분류되지 않은 부종,465,277,1659,298,349915,268069
입원,H44,안구의 장애,467,272,1831,347,1051814,822134
입원,G31,달리 분류되지 않은 신경계통의 기타 퇴행성 질환,468,269,13468,717,1398056,1095433
입원,I77,동맥 및 세동맥의 기타 장애,469,267,2675,346,1915476,1555572
입원,G11,유전성 운동실조,469,267,27069,1328,3587953,3018833
입원,M32,전신홍반루푸스,471,265,6698,536,1994829,1732684
입원,N42,전립선의 기타 장애,472,263,656,314,331659,243584
입원,M76,발을 제외한 다리의 골부착부병증,473,262,2025,301,370429,277097
입원,R63,음식 및 수액 섭취에 관계된 증상 및 징후,474,260,1219,285,323673,239023
입원,J05,급성 폐색성 후두염[크룹] 및 후두개염,475,255,1695,314,610285,463172
입원,J04,급성 후두염 및 기관염,476,254,1108,284,213661,163957
입원,I86,기타 부위의 정맥류,477,253,1901,312,1112630,900250
입원,L23,알레르기성 접촉피부염,478,252,733,285,88550,67702
입원,K27,상세불명 부위의 소화성 궤양,478,252,2016,287,836765,666514
입원,H34,망막혈관폐쇄,480,251,619,279,624995,476603
입원,C11,비인두의 악성 신생물,481,250,8889,1141,2779719,2529653
입원,L30,기타 피부염,482,248,874,280,122842,93376
입원,T21,몸통의 화상 및 부식,483,246,4087,340,1227218,1006955
입원,Z45,이식장치의 조정 및 관리를 위하여 보건서비스와 접하고 있는 사람,484,245,850,264,690786,626249
입원,G04,"뇌염, 척수염 및 뇌척수염",485,244,11346,815,3650240,2915411
입원,B35,백선증,485,244,481,340,38526,30002
입원,I87,정맥의 기타 장애,487,240,869,268,437546,358648
입원,Z95,심장 및 혈관 삽입물 및 이식편의 존재,488,237,1957,301,961833,826384
입원,L98,달리 분류되지 않은 피부 및 피하조직의 기타 장애,489,235,3994,310,1204840,920429
입원,H72,고막의 천공,489,235,632,257,396615,295517
입원,J41,단순성 및 점액화농성 만성 기관지염,491,234,2652,287,405239,307421
입원,R18,복수,492,233,1441,379,479982,405158
입원,N19,상세불명의 신부전,493,232,4484,384,777156,595987
입원,C88,악성 면역증식성 질환,494,231,3479,599,1393613,1263886
입원,N35,요도협착,495,230,1161,300,586292,456429
입원,C82,소포성 림프종,496,229,4734,871,2369295,2137168
입원,T22,손목 및 손을 제외한 어깨와 팔의 화상 및 부식,497,228,2535,263,806825,646108
입원,Q28,순환계통의 기타 선천기형,498,227,3879,393,2029366,1732758
입원,N36,요도의 기타 장애,498,227,1026,248,345911,268382
입원,K02,치아우식,498,227,525,276,24686,19637
입원,H25,노년백내장,1,116970,183032,175415,187011956,149793433
입원,M17,무릎관절증,2,39081,992991,64872,352955880,271841915
입원,I63,뇌경색증,3,31606,2204564,115213,402197089,318658992
입원,M48,기타 척추병증,4,31025,420887,42236,106088442,80100646
입원,Z11,감염성 및 기생충성 질환에 대한 특수선별검사,5,26616,172736,31106,5825503,4754323
입원,J18,상세불명 병원체의 폐렴,6,26256,430521,42922,140320706,112921359
입원,I20,협심증,7,24744,111164,29293,122239978,110183803
입원,F00,알츠하이머병에서의 치매(G30.-+),8,23219,3534939,139215,292351977,219426237
입원,S32,요추 및 골반의 골절,9,22759,425779,33327,70437558,52512654
입원,M51,기타 추간판장애,10,20183,230040,25609,58867863,44167941
입원,S22,"늑골, 흉골 및 흉추의 골절",11,19639,313088,26379,51998667,39022402
입원,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,12,18617,116955,21797,27711950,21361094
입원,C34,기관지 및 폐의 악성 신생물,13,16631,444071,51619,183032480,165603842
입원,R42,어지럼증 및 어지럼,14,16592,36877,18221,11630278,7991781
입원,E11,2형 당뇨병,15,16525,321331,29388,52007610,40147788
입원,H26,기타 백내장,16,14817,22901,20999,24968340,20037680
입원,S72,대퇴골의 골절,17,13641,541523,33514,125612917,95791667
입원,K80,담석증,18,13454,140878,19776,84063016,64130458
입원,N18,만성 신장병,19,13153,707748,47317,152213768,131134619
입원,M75,어깨병변,20,12932,139922,15928,51143041,38626538
입원,H81,전정기능의 장애,21,12394,50021,13812,13698159,9658152
입원,G81,편마비,22,12237,2052044,84456,244424553,187786920
입원,Z51,기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람,23,11817,224866,49270,115150436,107442790
입원,Z03,"의심되는 질병 및 병태를 위한 의학적 관찰 및 평가, 배제된",24,11716,38128,13144,6527049,5121999
입원,S52,아래팔의 골절,25,10941,128838,13634,38735087,29166395
입원,C16,위의 악성 신생물,26,10416,232918,26018,92463455,82377617
입원,C22,간 및 간내 담관의 악성 신생물,27,10335,241759,28952,107330880,97727929
입원,A41,기타 패혈증,28,10205,218539,21291,59253966,48183282
입원,S06,두개내손상,29,10097,336261,23113,90525554,73992184
입원,G20,파킨슨병,30,9846,1279989,56879,136368058,113263307
입원,N39,비뇨계통의 기타 장애,31,9731,114894,13491,34251666,27057688
입원,N40,전립선증식증,32,9418,43863,11684,18391206,13985153
입원,S82,발목을 포함한 아래다리의 골절,33,8932,174108,13245,37175318,28002552
입원,K63,장의 기타 질환,34,8607,35921,9392,17172335,13501013
입원,K64,치핵 및 항문주위정맥혈전증,35,8341,23574,8598,10379496,7962107
입원,N10,급성 세뇨관-간질신장염,36,8324,100940,11485,28331625,21941159
입원,C61,전립선의 악성 신생물,37,8122,141655,15963,42321939,37467082
입원,I10,본태성(원발성) 고혈압,38,7783,195634,17240,17690451,13039396
입원,I67,기타 뇌혈관질환,39,7761,101047,11864,48165246,41426354
입원,I50,심부전,40,7677,123621,12770,43237922,35343047
입원,R07,목구멍 및 가슴의 통증,41,7606,14159,8320,7422851,5796799
입원,C18,결장의 악성 신생물,42,7198,213449,26880,87176025,78231225
입원,I21,급성 심근경색증,43,7153,67879,9595,87527280,80551680
입원,J15,달리 분류되지 않은 세균성 폐렴,44,6984,142745,11999,34189103,27549905
입원,R10,복부 및 골반 통증,45,6651,17898,7328,5140593,3827774
입원,I25,만성 허혈심장병,46,6540,45145,8063,42349169,37771553
입원,K40,사타구니탈장,47,6420,23184,6775,14805598,11470071
입원,D12,"결장, 직장, 항문 및 항문관의 양성 신생물",48,6053,19636,6424,9454531,7355703
입원,M43,기타 변형성 등병증,49,5975,91117,7849,33068473,25135574
입원,I61,뇌내출혈,50,5889,681896,32004,125168184,101776152
입원,R50,기타 및 원인미상의 열,51,5857,25323,7253,7721025,5859760
입원,I48,심방세동 및 조동,52,5850,44576,7644,30887275,27128157
입원,D13,기타 및 부위불명의 소화계통의 양성 신생물,53,5619,29196,6391,15526918,12027542
입원,J44,기타 만성 폐쇄성 폐질환,54,5399,124381,10627,25664032,19979826
입원,S33,"요추 및 골반의 관절 및 인대의 탈구, 염좌 및 긴장",55,5301,43595,6803,4962666,3728559
입원,K92,소화계통의 기타 질환,56,5194,33880,6595,13452297,10691619
입원,N20,신장 및 요관의 결석,57,4981,23501,6316,14141603,10888061
입원,C67,방광의 악성 신생물,58,4926,81312,11628,33361369,29777171
입원,S42,어깨 및 위팔의 골절,59,4879,84385,7083,23695976,17834332
입원,M54,등통증,60,4825,37961,5975,6230141,4665760
입원,H35,기타 망막장애,61,4722,16221,5257,15550021,12434248
입원,K56,탈장이 없는 마비성 장폐색증 및 장폐색,62,4691,48213,6498,16071825,12552739
입원,M23,무릎의 내부장애,63,4514,43005,5120,11387284,8462987
입원,J69,고체 및 액체에 의한 폐렴,64,4503,116436,9185,41251182,33553344
입원,C25,췌장의 악성 신생물,65,4426,161787,21479,59988401,54437930
입원,M19,기타 관절증,66,4406,70302,6710,27563469,20945954
입원,B02,대상포진,67,4401,44828,5217,7895516,6005183
입원,N17,급성 신부전,68,4345,64249,6339,24322964,19548423
입원,E14,상세불명의 당뇨병,69,4335,91577,7646,15492667,11962870
입원,L03,연조직염,70,4136,49998,5160,10002342,7658436
입원,K81,담낭염,71,4121,47459,6155,23102010,17515458
입원,E87,"수분, 전해질 및 산-염기균형의 기타 장애",72,4102,32147,5287,9881289,7719307
입원,K35,급성 충수염,73,4037,28478,4704,17242743,12779317
입원,G45,일과성 뇌허혈발작 및 관련 증후군,74,3963,20889,4505,7896102,5427504
입원,R06,호흡의 이상,75,3943,17528,4780,4717216,3670066
입원,R55,실신 및 허탈,76,3925,9475,4257,4248738,3092927
입원,S92,발목을 제외한 발의 골절,77,3879,57752,5090,10209306,7614805
입원,I83,하지의 정맥류,78,3843,7303,4026,3731146,2918474
입원,I46,심장정지,79,3664,19342,4493,15431086,12822632
입원,K29,위염 및 십이지장염,80,3662,15568,4120,3485515,2680778
입원,K25,위궤양,81,3639,31064,4513,12009451,9403765
입원,M50,경추간판장애,82,3347,42272,4554,11647187,8834831
입원,C20,직장의 악성 신생물,83,3332,106582,12536,38343307,34478958
입원,J10,확인된 계절성 인플루엔자바이러스에 의한 인플루엔자,84,3325,20625,3712,6394276,5176483
입원,C50,유방의 악성 신생물,85,3314,76735,9017,25580940,22753748
입원,M47,척추증,86,3289,55590,5107,13214595,10019930
입원,G82,하반신마비 및 사지마비,87,3278,472171,21241,62631029,48700664
입원,C24,담도의 기타 및 상세불명 부분의 악성 신생물,88,3157,115654,11911,50954315,46371328
입원,R51,두통,89,3117,9002,3390,2521538,1726787
입원,K21,위-식도역류병,90,2950,18068,3492,3643863,2765669
입원,G47,수면장애,91,2923,8044,3647,2605832,2062616
입원,K83,담도의 기타 질환,92,2865,29937,4326,14321825,11534152
입원,J20,급성 기관지염,93,2851,21021,3252,3645778,2788829
입원,I65,뇌경색증을 유발하지 않은 뇌전동맥의 폐쇄 및 협착,94,2808,27569,3780,15074595,12803101
입원,J45,천식,95,2766,40355,4169,7013226,5394564
입원,S62,손목 및 손부위의 골절,96,2721,23308,3143,5416658,4048644
입원,K59,기타 기능성 장장애,97,2717,12188,3130,2762327,2129280
입원,A04,기타 세균성 장감염,98,2698,34259,3576,9146112,7294233
입원,S83,"무릎의 관절 및 인대의 탈구, 염좌 및 긴장",99,2620,29260,3104,4940878,3660123
입원,S46,어깨 및 위팔 부위의 근육 및 힘줄의 손상,100,2552,35261,3241,9922207,7459399
입원,E16,췌장내분비의 기타 장애,101,2423,9754,2902,2226284,1719301
입원,U07,U07의 응급사용,102,2386,52512,3590,19884732,16637130
입원,J40,급성인지 만성인지 명시되지 않은 기관지염,103,2354,17589,2718,3297890,2532713
입원,F10,알코올사용에 의한 정신 및 행동 장애,104,2321,324072,13769,28472551,21299176
입원,K75,기타 염증성 간질환,105,2235,34945,3256,12866196,10132166
입원,M13,기타 관절염,106,2231,38758,3050,11451494,8803960
입원,I71,대동맥동맥류 및 박리,107,2223,37685,3591,43949453,38879493
입원,Z47,기타 정형외과적 추적치료를 위하여 보건서비스와 접하고 있는 사람,108,2208,14700,2368,4449383,3389757
입원,C79,기타 및 상세불명 부위의 이차성 악성 신생물,109,2171,41751,3982,21361669,19590766
입원,M65,윤활막염 및 힘줄윤활막염,110,2168,16714,2410,3729005,2808193
입원,G56,팔의 단일신경병증,111,2139,13330,2392,3777046,2853451
입원,I70,죽상경화증,112,2136,32729,3341,20404159,16156626
입원,J84,기타 간질성 폐질환,113,2102,44534,4216,14646127,12258305
입원,T84,"내부 정형외과적 인공삽입장치, 삽입물 및 이식편의 합병증",114,2084,65563,3744,25194125,19588045
입원,K74,간의 섬유증 및 경변증,115,2073,42020,4066,11854013,9423577
입원,M00,화농성 관절염,116,2064,56693,3425,14428387,10996095
입원,R04,기도출혈,117,2052,8706,2533,4420588,3491775
입원,K85,급성 췌장염,118,2039,22224,2797,7722025,5938277
입원,J32,만성 부비동염,119,2019,7445,2157,3987519,2945783
입원,S01,머리의 열린상처,120,2009,6543,2119,1685583,1214826
입원,I60,거미막하출혈,121,1997,176621,8726,50354435,43125443
입원,M99,달리 분류되지 않은 생체역학적 병변,122,1961,27051,2647,9033344,6815095
입원,N81,여성생식기탈출,123,1932,11499,2039,6426188,4858139
입원,C78,호흡 및 소화기관의 이차성 악성 신생물,124,1914,29271,3209,15319095,13773722
입원,H40,녹내장,125,1888,4639,2261,2733061,2103399
입원,R57,달리 분류되지 않은 쇼크,126,1881,30834,2948,22099218,18317943
입원,I49,기타 심장부정맥,127,1868,15741,2387,13612037,12442911
입원,J90,달리 분류되지 않은 흉막삼출액,128,1865,25437,2742,8729644,7052184
입원,C73,갑상선의 악성 신생물,129,1841,23599,2944,9422416,7890141
입원,M80,병적 골절을 동반한 골다공증,130,1821,17469,2233,4426670,3364766
입원,G44,기타 두통증후군,131,1770,7186,1944,1858037,1280741
입원,I26,폐색전증,132,1687,31379,2787,10400993,8378478
입원,K31,위 및 십이지장의 기타 질환,133,1665,8602,1896,3934550,3175871
입원,J96,달리 분류되지 않은 호흡부전,134,1656,54113,3605,24718516,20228255
입원,I42,심근병증,135,1655,34349,3142,14262106,12651945
입원,L89,욕창궤양 및 압박부위,136,1651,95809,4387,12707414,9786956
입원,G51,안면신경장애,137,1627,7570,1885,2809104,2013241
입원,D64,기타 빈혈,138,1624,11018,2083,3178416,2512935
입원,I69,뇌혈관질환의 후유증,139,1617,157879,6571,15625569,11782539
입원,C64,신우를 제외한 신장의 악성 신생물,140,1591,32254,3215,11497811,10237901
입원,N30,방광염,141,1562,13672,1908,3378458,2626438
입원,F03,상세불명의 치매,142,1561,141745,5955,11842120,8838147
입원,C83,비소포성 림프종,143,1553,57386,6186,27413261,25218608
입원,A15,세균학적 및 조직학적으로 확인된 호흡기결핵,144,1548,37681,2859,12052911,11568668
입원,K57,장의 게실병,145,1507,15733,1995,6291421,4817710
입원,C15,식도의 악성 신생물,146,1504,49966,5533,21179150,19201872
입원,C23,담낭의 악성 신생물,146,1504,47412,5409,18607210,16822973
입원,K55,장의 혈관장애,148,1491,19119,2109,9089607,7148412
입원,K26,십이지장궤양,149,1483,14449,1900,6498174,5143289
입원,T82,"심장 및 혈관 인공삽입장치, 삽입물 및 이식편의 합병증",150,1480,11169,2956,11260190,10011000
입원,J98,기타 호흡장애,151,1460,10396,1769,4309582,3297582
입원,M05,혈청검사양성 류마티스관절염,152,1447,42986,3479,7313265,6202338
입원,T81,달리 분류되지 않은 처치의 합병증,153,1438,23219,1866,7321530,5836991
입원,I35,비류마티스성 대동맥판장애,154,1436,25145,2391,39232961,29161483
입원,M96,달리 분류되지 않은 처치후 근골격장애,155,1427,29735,2348,9142972,6959828
입원,F32,우울에피소드,156,1425,71865,4156,7642449,5746365
입원,N13,폐색성 및 역류성 요로병증,157,1418,13458,2107,6322264,5048343
입원,S66,손목 및 손 부위의 근육 및 힘줄의 손상,158,1416,10391,1548,2511228,1894650
입원,C44,기타 피부의 악성 신생물,159,1411,21366,2358,5680131,5088649
입원,K52,기타 비감염성 위장염 및 결장염,160,1403,8236,1569,1784317,1400578
입원,M87,골괴사,161,1377,30232,2230,11232775,8653927
입원,C90,다발골수종 및 악성 형질세포신생물,162,1375,58937,5777,25035563,23087994
입원,J93,기흉,163,1345,19876,2069,7973728,6217734
입원,S02,두개골 및 안면골의 골절,164,1344,11361,1694,3600366,2633834
입원,K70,알코올성 간질환,165,1343,24230,2479,5812007,4533464
입원,R91,폐의 진단영상검사상 이상소견,166,1305,5152,1475,2518649,1921150
입원,M25,달리 분류되지 않은 기타 관절장애,167,1301,12200,1577,2181260,1652112
입원,M79,달리 분류되지 않은 기타 연조직장애,168,1297,10832,1584,1927018,1456349
입원,R11,구역 및 구토,169,1294,4512,1418,1107454,846161
입원,I62,기타 비외상성 두개내출혈,170,1289,62665,3550,14801086,12353662
입원,G91,수두증,171,1275,57150,3549,11729878,9142000
입원,H66,화농성 및 상세불명의 중이염,172,1274,7880,1508,3933731,3034681
입원,F20,조현병,173,1263,266855,10329,23121937,18750199
입원,G30,알츠하이머병,174,1262,125102,5360,11353037,8595764
입원,I44,방실차단 및 좌각차단,175,1251,11281,1569,13480298,12553711
입원,R00,심장박동의 이상,176,1248,3073,1382,1411424,1152274
입원,M46,기타 염증성 척추병증,177,1247,55669,2924,15605546,11987268
입원,A16,세균학적으로나 조직학적으로 확인되지 않은 호흡기결핵,178,1235,23365,2188,8105155,7759740
입원,S43,"견갑대의 관절 및 인대의 탈구, 염좌 및 긴장",179,1234,10758,1476,2116064,1588071
입원,M20,손가락 및 발가락의 후천변형,180,1231,16738,1788,4582483,3478379
입원,H43,유리체의 장애,181,1219,3159,1364,3972253,3184752
입원,K58,과민대장증후군,182,1212,7559,1416,1510757,1147836
입원,R56,달리 분류되지 않은 경련,183,1205,8133,1549,3168190,2357125
입원,F01,혈관성 치매,184,1204,170913,6635,14896388,11193240
입원,D32,수막의 양성 신생물,185,1194,49746,3176,14001511,12652969
입원,K62,항문 및 직장의 기타 질환,186,1155,9073,1494,2993132,2325719
입원,J11,바이러스가 확인되지 않은 인플루엔자,187,1131,4832,1215,1216502,963233
입원,A75,발진티푸스,187,1131,9143,1286,2344457,1777848
입원,G40,뇌전증,189,1129,28304,2131,5508981,4214718
입원,K05,치은염 및 치주질환,189,1129,2664,1409,309130,241343
입원,K91,달리 분류되지 않은 소화계통의 처치후 장애,191,1124,15134,1673,5951892,4875377
입원,K65,복막염,192,1109,19552,1703,10238674,8073773
입원,K61,항문 및 직장부의 농양,193,1106,3345,1210,1435732,1132353
입원,C19,직장구불결장접합부의 악성 신생물,194,1082,26832,3681,11651415,10455493
입원,J47,기관지확장증,195,1071,12463,1497,3762000,2908345
입원,I64,출혈 또는 경색증으로 명시되지 않은 뇌졸중,196,1067,28313,2010,3770511,2769753
입원,M16,고관절증,197,1064,22579,1882,8306038,6357815
입원,D17,양성 지방종성 신생물,198,1063,5539,1129,1645501,1226749
입원,C56,난소의 악성 신생물,199,1060,36858,5215,14237204,12868469
입원,G95,척수의 기타 질환,200,1040,58338,3110,14149235,10880925
입원,R40,"기면, 혼미 및 혼수",200,1040,54779,2982,6249624,4766599
입원,M86,골수염,202,1036,33885,1937,7781003,5983251
입원,I47,발작성 빈맥,203,1032,6809,1414,6470337,5848509
입원,M81,병적 골절이 없는 골다공증,204,1015,5503,1254,623692,464315
입원,Z50,재활처치를 포함한 치료를 위하여 보건서비스와 접하고 있는 사람,205,999,52054,2175,10645912,8357473
입원,T85,"기타 내부 인공삽입장치, 삽입물 및 이식편의 합병증",206,994,6766,1228,4021958,3360148
입원,S61,손목 및 손의 열린상처,207,992,5306,1062,1165836,884129
입원,I11,고혈압성 심장병,208,990,13423,1413,2417756,1877076
입원,R31,상세불명의 혈뇨,209,969,3992,1140,1425930,1117359
입원,Z46,기타 장치의 부착 및 조정를 위하여 보건서비스와 접하고 있는 사람,210,964,2374,1272,850078,723646
입원,H91,기타 청력소실,211,936,6210,1043,2512590,1771845
입원,G93,뇌의 기타 장애,212,934,50216,2812,10245814,8129700
입원,H04,눈물계통의 장애,213,932,1904,1072,1324242,1023172
입원,I95,저혈압,214,930,4415,1040,1191494,905080
입원,H02,눈꺼풀의 기타 장애,214,930,1504,990,1060951,841067
입원,C92,골수성 백혈병,216,928,38552,3313,25452393,23516559
입원,D50,철결핍빈혈,217,922,6400,1143,1480092,1141051
입원,S13,"목부위의 관절 및 인대의 탈구, 염좌 및 긴장",218,919,7881,1042,1463305,1124233
입원,K08,치아 및 지지구조의 기타 장애,218,919,1782,1479,948214,675429
입원,K60,항문 및 직장부의 열창 및 누공,220,914,3032,980,1154532,893323
입원,D01,기타 및 상세불명의 소화기관의 제자리암종,221,910,11358,1358,4308315,3821573
입원,N41,전립선의 염증성 질환,222,891,8078,1141,2312204,1793884
입원,N31,달리 분류되지 않은 방광의 신경근육기능장애,223,877,8253,1277,1563836,1198627
입원,T78,달리 분류되지 않은 유해작용,223,877,1646,936,489651,383136
입원,S00,머리의 표재성 손상,225,871,3839,933,712056,512875
입원,D37,구강 및 소화기관의 행동양식 불명 또는 미상의 신생물,226,864,12218,1311,5280814,4564683
입원,I66,뇌경색증을 유발하지 않은 대뇌동맥의 폐쇄 및 협착,227,849,12348,1156,3117306,2391211
입원,D46,골수형성이상증후군,228,842,29714,3168,14976553,13804752
입원,M24,기타 특정 관절장애,229,827,11223,1113,2045287,1534572
입원,C71,뇌의 악성 신생물,230,822,56217,3381,15167262,13648130
입원,M71,기타 윤활낭병증,231,813,11474,986,2571567,1945478
입원,K86,췌장의 기타 질환,232,811,7209,1099,2863682,2178721
입원,H33,망막박리 및 망막열공,233,787,3158,1001,3192828,2526292
입원,D70,무과립구증,234,778,7520,1185,3534317,3243908
입원,N21,하부요로의 결석,235,777,4338,905,1819112,1406342
입원,J81,폐부종,236,773,8923,1083,3506094,2859712
입원,S93,"발목 및 발 부위의 관절 및 인대의 탈구, 염좌 및 긴장",237,771,8363,907,1109448,828442
입원,F41,기타 불안장애,238,769,14783,1287,1679928,1249003
입원,K76,간의 기타 질환,239,750,7576,1069,2641659,2073553
입원,I80,정맥염 및 혈전정맥염,240,745,9358,1082,3847071,3038629
입원,E86,용적고갈,241,738,2380,805,599109,450175
입원,R47,달리 분류되지 않은 언어장애,242,735,2100,786,887546,583554
입원,M72,섬유모세포장애,243,725,14590,1072,3980986,3047457
입원,K72,달리 분류되지 않은 간부전,244,724,12531,1388,4830797,4012283
입원,S81,아래다리의 열린상처,245,717,8803,848,1707492,1289797
